user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
david,13,11,11,104,0
paul,13,3,9,65,0
irene,10,13,29,17,1
queen,19,11,22,34,0
paul,7,8,26,51,1
charlie,13,10,14,11,1
jack,22,2,14,98,0
nina,6,5,21,82,0
paul,20,7,27,89,0
david,16,6,18,35,0
paul,11,14,13,15,1
emma,8,8,27,45,0
robert,17,11,25,73,1
tom,20,2,22,106,1
bob,22,7,25,74,1
queen,22,1,24,92,1
henry,23,1,14,39,0
paul,8,9,24,89,1
charlie,16,15,24,80,1
frank,12,14,12,44,1
charlie,12,9,15,31,0
alice,9,5,16,120,0
bob,22,4,14,113,1
alice,10,3,28,77,0
irene,20,14,18,73,0
oscar,6,10,6,69,1
alice,11,6,24,35,0
bob,21,10,28,103,1
nina,21,5,9,58,1
emma,8,9,28,98,0
emma,11,10,30,27,1
charlie,13,2,25,110,1
tom,18,1,17,61,1
robert,7,10,22,42,1
queen,22,10,27,88,1
frank,13,6,14,99,0
grace,8,11,13,29,1
henry,22,4,19,54,1
grace,9,2,15,41,1
alice,11,76,92,46,4
oscar,11,10,17,77,0
mike,23,11,28,47,0
charlie,15,15,7,14,1
bob,22,15,6,21,0
jack,21,6,30,15,1
grace,10,15,15,81,0
emma,10,2,6,89,1
alice,8,8,16,46,0
oscar,11,13,24,75,1
frank,15,2,21,62,1
queen,17,13,7,63,1
henry,21,8,6,94,1
linda,11,1,9,93,0
sarah,11,9,25,110,1
bob,22,5,11,48,0
oscar,13,7,16,38,1
kevin,21,4,8,11,1
kevin,8,10,9,28,0
kevin,20,10,24,69,1
grace,11,5,14,60,1
mike,21,1,29,66,1
grace,10,2,13,20,1
tom,17,7,10,32,0
frank,15,7,9,103,0
sarah,11,2,11,77,0
nina,19,12,25,90,0
henry,23,8,19,37,1
frank,12,1,23,115,1
grace,10,15,28,15,0
alice,9,4,25,75,0
nina,18,108,124,115,6
alice,9,15,9,79,1
jack,22,2,27,93,0
irene,11,7,5,59,0
bob,22,1,19,14,0
grace,9,4,5,14,0
bob,22,13,27,91,0
alice,8,4,24,104,1
emma,9,6,13,38,0
jack,21,15,19,88,0
queen,16,12,8,21,0
henry,22,3,8,31,0
oscar,10,8,17,65,1
charlie,15,9,26,83,0
sarah,8,7,12,51,0
queen,14,14,19,88,0
kevin,20,7,5,112,0
david,15,8,14,71,1
charlie,16,9,30,108,1
mike,21,2,11,92,1
irene,8,15,17,47,0
robert,12,9,18,22,0
alice,10,3,27,113,1
henry,22,11,21,42,1
mike,23,13,23,89,0
tom,18,3,12,108,0
david,13,2,6,56,1
paul,17,14,21,81,1
mike,23,3,15,11,1
alice,11,14,8,95,1
robert,15,6,6,118,1
emma,8,1,7,49,0
oscar,15,4,5,46,1
linda,8,13,11,70,1
kevin,12,5,6,101,1
frank,15,9,27,53,1
charlie,16,11,29,14,0
henry,21,1,11,40,1
grace,10,3,15,52,0
grace,8,8,27,113,0
david,15,4,21,109,1
linda,11,15,14,117,1
paul,17,15,25,18,1
nina,10,14,16,99,0
nina,14,1,20,40,1
frank,14,6,25,53,0
paul,13,4,18,58,0
mike,21,10,25,21,0
bob,22,1,14,119,1
paul,18,12,24,55,1
alice,8,2,26,63,0
jack,22,8,27,28,1
frank,16,1,24,63,1
david,13,13,19,83,0
alice,10,3,26,115,0
paul,6,7,7,28,1
grace,11,10,21,67,1
grace,10,8,22,98,0
jack,21,14,10,13,1
nina,18,6,29,64,1
queen,16,11,12,45,1
mike,22,5,9,103,1
irene,9,91,164,89,4
paul,20,9,13,80,0
bob,22,8,24,87,0
oscar,13,11,24,70,1
irene,7,3,16,77,0
paul,16,15,15,23,1
mike,22,1,5,11,0
david,15,10,9,51,1
queen,16,10,10,57,1
jack,21,15,10,14,1
irene,17,15,11,31,0
jack,21,7,8,50,1
david,14,8,19,47,1
robert,13,3,25,117,0
emma,8,6,12,11,1
tom,20,4,13,67,0
henry,21,8,8,112,1
oscar,6,11,19,25,1
charlie,12,1,8,92,1
sarah,10,4,15,119,1
emma,8,15,27,52,0
irene,13,13,28,118,1
nina,17,4,10,16,0
jack,21,4,19,34,1
linda,8,3,6,19,0
linda,11,10,6,53,1
paul,7,11,11,84,1
linda,11,4,15,40,0
sarah,10,6,20,76,0
tom,21,12,22,88,0
tom,13,13,19,77,0
bob,22,15,9,60,0
bob,22,8,17,18,1
emma,11,11,26,38,1
robert,14,9,10,72,1
grace,8,4,27,25,1
oscar,12,3,8,77,1
tom,20,14,21,22,0
kevin,15,15,16,70,0
henry,21,1,21,90,1
emma,9,3,10,19,0
kevin,16,2,22,42,1
alice,9,6,24,42,0
charlie,15,13,23,114,0
oscar,9,1,16,16,0
robert,17,10,12,111,0
frank,16,7,18,40,1
nina,16,14,20,53,0
nina,21,10,28,89,1
david,13,15,18,120,0
linda,8,15,8,20,0
paul,7,14,16,45,0
irene,17,3,20,46,0
linda,11,13,6,93,0
queen,8,1,16,59,1
nina,7,3,22,14,0
mike,23,14,12,38,0
robert,14,10,10,51,0
frank,16,10,11,88,0
robert,17,13,13,32,0
henry,21,6,30,58,0
bob,23,13,30,93,1
kevin,16,13,16,52,0
alice,10,1,21,24,1
linda,9,9,6,54,1
bob,22,3,15,79,1
tom,6,12,5,78,0
charlie,16,6,8,63,1
nina,7,4,22,13,1
henry,21,2,30,111,1
bob,23,14,12,86,0
nina,7,4,11,33,0
emma,11,8,11,79,0
henry,23,4,7,90,0
jack,23,14,18,72,1
tom,13,8,20,12,1
mike,21,120,171,42,8
robert,8,6,6,73,1
queen,8,11,17,47,0
oscar,13,10,28,95,1
alice,11,6,10,35,0
grace,9,15,11,26,0
frank,16,14,28,59,0
frank,16,14,21,20,0
alice,9,11,15,29,1
charlie,12,3,27,25,0
emma,8,7,28,71,1
bob,21,9,15,62,0
nina,7,75,104,53,7
bob,21,15,19,116,0
frank,14,1,16,71,1
emma,10,14,16,106,0
alice,9,4,13,41,1
nina,8,6,6,35,1
henry,21,6,21,22,0
kevin,14,1,18,87,0
linda,11,1,27,79,1
henry,23,10,8,118,1
tom,10,5,18,24,0
linda,9,6,5,45,0
linda,10,9,30,80,1
kevin,9,13,14,38,1
bob,23,4,5,67,1
bob,23,2,21,16,1
tom,10,4,23,87,1
jack,23,11,11,100,0
nina,10,10,5,54,1
nina,19,14,20,119,1
mike,22,2,28,116,1
charlie,14,9,22,64,0
paul,14,8,27,61,0
paul,9,7,7,18,0
paul,11,13,6,59,1
mike,21,1,30,104,1
kevin,12,10,24,98,1
frank,13,2,14,85,1
queen,12,2,11,41,0
queen,8,105,151,102,6
irene,16,10,14,114,0
mike,23,4,8,82,1
oscar,14,8,11,97,1
tom,7,1,10,22,1
paul,14,1,22,10,1
linda,8,8,13,104,0
sarah,9,11,27,72,1
emma,11,1,16,22,1
irene,18,6,10,78,1
charlie,15,119,164,55,7
linda,8,1,19,27,1
alice,8,8,5,87,0
charlie,14,7,13,63,1
charlie,13,11,5,109,0
grace,11,13,12,111,1
tom,15,10,28,17,1
mike,23,4,11,114,0
bob,21,10,21,11,0
grace,9,1,14,28,0
kevin,6,9,23,51,1
queen,14,15,21,82,0
oscar,21,11,21,103,0
jack,21,6,12,71,0
paul,14,11,6,45,0
alice,11,8,6,39,0
nina,15,7,28,102,0
mike,21,13,18,117,0
kevin,19,13,21,96,1
linda,9,7,27,68,1
sarah,10,15,24,103,0
queen,8,15,6,94,1
paul,21,7,24,13,0
jack,21,3,19,101,1
robert,19,5,27,80,1
alice,8,13,26,102,0
charlie,13,5,7,40,1
sarah,11,8,6,17,1
kevin,22,14,23,60,0
kevin,13,10,25,99,1
jack,23,5,5,34,0
henry,21,12,10,103,0
grace,8,1,5,57,0
queen,18,5,7,120,0
queen,16,14,15,38,1
linda,8,4,29,78,0
alice,8,4,9,105,0
robert,22,12,13,46,0
emma,8,5,12,17,1
robert,8,3,12,86,0
paul,13,3,14,102,1
oscar,15,12,15,69,0
henry,22,2,22,37,0
nina,20,11,27,46,1
emma,11,1,17,21,1
emma,11,14,26,70,1
irene,11,4,28,54,1
jack,21,9,10,11,1
emma,9,4,20,95,1
bob,21,12,27,101,1
robert,20,3,7,74,1
nina,19,7,29,20,0
alice,9,12,24,71,1
charlie,12,12,20,11,1
robert,17,14,19,75,0
david,16,10,11,64,0
linda,10,15,6,119,1
tom,14,4,25,22,1
grace,8,9,20,51,0
henry,21,6,7,87,1
frank,14,12,23,14,1
queen,17,9,11,38,1
henry,21,15,20,71,1
emma,9,1,7,30,0
sarah,10,9,15,19,1
tom,6,6,9,59,1
henry,22,13,6,37,1
paul,9,15,27,33,1
linda,10,11,7,50,0
irene,11,5,6,10,1
alice,8,11,19,56,0
david,16,14,16,58,0
frank,12,15,7,38,1
sarah,10,11,19,18,0
alice,11,6,30,63,0
nina,6,11,22,25,0
henry,23,9,26,59,0
henry,21,5,8,57,0
tom,18,15,7,102,0
tom,19,7,5,60,1
queen,13,9,14,62,1
linda,8,1,17,77,0
sarah,9,5,17,103,1
grace,10,2,8,58,0
henry,22,6,13,80,0
tom,14,15,28,29,1
grace,9,12,12,40,0
oscar,21,5,7,116,1
frank,16,13,29,70,0
tom,7,10,7,62,0
oscar,11,14,11,89,0
grace,9,15,14,66,1
robert,17,12,28,95,0
nina,15,3,25,62,1
david,16,44,173,16,8
david,14,13,12,62,1
tom,7,4,22,32,1
alice,8,7,19,65,0
paul,21,7,22,34,1
henry,23,12,26,78,0
charlie,13,15,19,36,1
sarah,8,15,10,77,0
emma,11,9,20,97,1
charlie,12,2,15,35,1
irene,7,9,13,118,1
henry,22,5,13,91,0
emma,8,8,18,24,0
frank,14,13,7,21,1
david,12,10,24,29,0
oscar,17,9,30,76,1
alice,10,1,6,65,0
kevin,7,9,18,14,0
oscar,9,14,14,58,1
oscar,7,14,25,70,1
tom,12,15,6,98,1
sarah,11,5,25,26,1
kevin,7,3,9,53,1
robert,19,5,28,68,0
sarah,11,12,29,48,0
frank,15,1,5,115,0
david,15,7,12,27,1
charlie,16,1,23,102,0
bob,22,12,27,26,1
paul,12,4,16,107,1
sarah,8,9,5,23,1
bob,23,8,18,77,1
tom,7,10,26,10,1
jack,21,3,16,74,1
frank,13,1,25,63,1
paul,9,12,10,73,1
queen,15,15,9,75,0
bob,23,2,19,82,0
emma,9,8,16,56,0
grace,9,11,27,39,0
irene,11,6,22,60,1
alice,8,15,29,26,1
oscar,21,9,21,116,1
david,13,2,20,76,0
robert,12,15,20,62,1
queen,17,10,12,99,0
mike,22,13,8,62,1
irene,14,13,30,30,0
bob,23,6,22,38,0
tom,16,5,9,99,0
grace,11,15,14,76,1
mike,22,7,22,20,0
charlie,12,3,17,100,0
david,14,3,26,24,0
grace,10,9,20,19,1
irene,18,10,26,73,1
linda,8,1,11,28,0
irene,7,4,11,45,0
frank,13,4,28,32,0
grace,9,5,18,70,1
sarah,9,11,27,45,0
kevin,15,12,13,40,1
linda,11,6,27,11,1
bob,22,5,17,112,1
queen,8,2,20,18,0
tom,10,12,10,45,0
henry,22,14,28,119,0
david,14,3,18,99,1
frank,15,14,19,117,0
alice,8,13,24,99,0
bob,23,10,16,15,1
kevin,16,15,19,61,1
paul,13,14,8,87,0
kevin,20,1,23,20,1
bob,23,10,23,83,0
charlie,16,9,23,75,0
charlie,13,9,16,31,0
robert,18,4,12,49,1
grace,11,2,14,117,1
grace,8,6,6,120,1
robert,19,15,14,81,1
david,16,14,5,61,1
paul,15,12,20,13,0
sarah,8,6,21,45,1
queen,22,13,11,60,1
emma,8,15,11,82,1
robert,7,10,22,29,1
alice,11,4,14,96,0
henry,23,1,10,31,0
alice,9,13,5,40,1
grace,10,5,29,48,1
kevin,7,15,7,62,0
sarah,11,4,7,48,1
frank,12,4,19,13,1
queen,17,13,22,28,0
oscar,12,4,28,24,0
henry,21,12,27,45,1
alice,9,11,8,66,0
david,15,5,8,71,0
kevin,17,11,27,87,1
charlie,16,12,17,46,0
irene,22,14,24,112,0
robert,12,5,9,52,0
queen,14,12,14,98,1
nina,21,1,8,99,0
jack,21,3,7,105,0
jack,22,11,10,40,0
jack,21,8,11,113,1
robert,16,4,30,15,0
queen,18,9,24,19,1
jack,23,7,16,41,1
linda,11,9,21,37,1
sarah,8,9,8,103,1
henry,21,8,13,60,1
tom,9,5,26,90,1
david,16,4,5,36,1
queen,16,11,9,107,0
emma,10,4,16,19,1
kevin,17,3,26,102,0
tom,16,15,18,58,1
nina,12,10,25,113,0
tom,12,1,24,40,0
irene,6,6,28,103,0
henry,22,12,11,55,1
charlie,14,11,15,70,0
charlie,16,2,16,80,0
oscar,18,14,15,23,1
frank,15,4,5,15,0
frank,15,4,13,69,0
robert,17,13,23,68,1
kevin,12,10,29,119,0
grace,11,4,12,35,1
charlie,14,2,16,79,1
bob,22,13,9,37,1
sarah,10,15,12,39,1
linda,8,7,23,26,1
bob,23,10,10,117,0
jack,21,13,17,109,0
kevin,20,2,10,90,1
bob,21,3,6,78,0
queen,10,1,6,72,1
queen,6,4,23,86,0
david,14,15,22,94,0
mike,23,12,22,33,0
irene,19,2,9,94,0
david,12,11,5,24,0
nina,19,11,6,16,0
oscar,12,14,27,13,1
jack,21,15,8,13,1
kevin,11,9,12,39,1
jack,21,4,18,16,0
queen,15,11,28,48,0
nina,22,15,22,47,0
henry,23,2,6,89,0
grace,9,9,30,94,0
henry,21,7,20,50,1
queen,16,8,5,41,0
frank,14,14,23,110,1
kevin,21,5,14,98,0
linda,11,8,21,75,1
henry,22,10,20,57,1
frank,16,6,25,39,0
irene,17,7,25,51,0
queen,14,5,13,89,1
nina,12,10,9,32,1
paul,17,10,12,52,1
alice,11,11,13,87,0
robert,10,12,20,42,1
oscar,14,14,14,116,0
emma,11,5,28,82,1
irene,16,12,11,56,1
david,16,4,16,10,0
oscar,6,5,23,67,0
emma,11,12,9,10,0
david,16,2,21,45,1
david,15,14,10,16,0
emma,11,15,26,107,1
robert,9,2,23,77,0
mike,21,10,13,91,0
alice,8,10,16,99,1
charlie,15,14,17,24,1
sarah,10,8,9,37,0
bob,21,14,27,25,0
paul,11,1,9,54,0
sarah,9,10,9,78,0
queen,11,7,5,55,0
frank,16,8,12,46,1
robert,6,40,194,28,6
grace,9,7,11,12,0
david,15,2,21,52,1
linda,11,13,10,41,1
david,14,13,7,18,0
frank,14,10,14,38,0
jack,21,13,17,34,1
charlie,15,4,19,99,1
queen,7,7,11,44,0
sarah,10,5,9,67,0
linda,8,4,10,111,1
jack,22,10,14,45,1
alice,9,7,16,69,0
sarah,8,3,8,40,0
kevin,6,6,24,86,0
emma,11,4,8,90,0
oscar,13,11,26,56,1
kevin,20,13,10,77,1
nina,12,1,11,118,1
kevin,20,6,27,27,0
tom,14,10,20,86,1
charlie,15,9,20,79,0
david,12,11,24,90,1
paul,10,13,16,77,0
kevin,10,11,24,62,1
david,12,6,20,35,1
sarah,8,6,19,108,1
paul,14,13,15,84,1
sarah,10,14,12,63,1
emma,11,6,25,61,0
queen,18,2,21,71,0
oscar,10,4,21,79,0
bob,22,9,25,39,0
queen,14,2,15,94,1
linda,11,2,27,17,0
linda,10,13,5,95,1
jack,23,1,28,14,0
irene,8,13,22,36,1
nina,22,1,15,99,1
mike,23,2,6,85,0
paul,10,4,21,65,0
paul,9,13,19,44,0
linda,9,6,24,78,1
henry,21,3,21,30,0
irene,7,1,19,114,1
sarah,11,15,28,16,1
bob,22,6,8,112,1
grace,10,14,7,52,1
paul,16,9,17,24,1
bob,22,5,19,120,1
paul,13,11,22,33,0
queen,8,4,30,32,0
tom,7,14,11,35,1
mike,22,7,14,105,1
linda,8,6,25,48,1
robert,7,4,18,58,1
linda,10,9,10,106,0
paul,18,4,5,13,0
henry,23,8,8,61,1
emma,11,8,13,30,0
mike,22,8,28,84,1
mike,22,11,14,14,1
oscar,22,2,28,36,0
tom,22,13,21,119,0
oscar,19,2,14,27,0
linda,9,8,7,53,1
jack,21,12,15,44,1
alice,11,14,27,39,1
paul,7,13,29,33,0
alice,8,7,29,14,1
grace,10,2,27,64,0
alice,11,1,21,21,1
grace,10,4,9,33,1
frank,14,7,10,108,0
linda,11,13,10,11,0
jack,23,5,28,11,1
sarah,11,13,18,64,0
sarah,8,61,178,106,7
grace,8,11,30,101,0
queen,20,6,22,89,1
kevin,21,8,29,60,1
bob,23,8,23,45,0
mike,23,3,14,21,0
queen,8,12,7,81,0
mike,23,4,21,43,1
queen,20,8,10,13,1
emma,10,7,9,59,1
emma,8,13,22,98,0
bob,23,13,20,26,0
jack,23,12,13,112,0
robert,21,3,6,42,0
bob,21,15,25,62,1
robert,9,14,25,23,1
irene,10,1,29,14,1
jack,22,6,9,77,1
emma,8,11,25,42,0
kevin,10,2,8,29,0
charlie,12,15,29,24,1
frank,13,13,21,104,1
mike,22,2,20,81,0
frank,13,3,25,80,0
jack,21,9,28,30,0
queen,13,8,11,72,1
sarah,11,11,6,88,0
frank,12,4,11,28,1
alice,11,7,14,89,0
oscar,11,10,11,43,1
jack,21,3,5,93,1
frank,15,8,7,112,1
bob,22,13,22,108,0
frank,14,13,9,46,1
nina,14,11,27,21,1
paul,13,4,10,43,1
nina,22,12,18,10,1
linda,10,11,15,81,1
grace,11,10,11,112,1
alice,8,9,21,33,0
emma,11,15,22,96,1
oscar,18,14,28,89,1
emma,11,15,21,106,0
linda,9,5,27,16,0
jack,22,4,17,108,0
alice,9,7,5,108,0
alice,8,1,26,67,1
bob,21,4,30,110,0
oscar,11,7,20,94,0
irene,16,6,18,54,0
irene,22,15,21,42,0
paul,20,3,19,108,1
henry,22,5,28,76,1
david,15,11,8,14,0
kevin,19,15,9,54,0
sarah,10,4,24,26,0
henry,21,46,152,75,7
emma,8,1,22,13,0
linda,10,2,5,97,0
irene,16,13,30,49,1
robert,22,5,18,120,0
queen,11,4,18,32,1
linda,10,1,9,42,1
emma,10,7,7,118,0
oscar,22,12,17,101,0
sarah,8,11,10,38,1
irene,20,8,28,92,1
alice,10,3,23,105,0
alice,9,10,19,115,0
irene,14,12,21,90,0
bob,22,9,14,22,1
bob,21,15,6,98,1
jack,21,9,21,88,1
nina,14,15,13,89,0
sarah,11,3,27,79,0
irene,21,15,17,20,1
charlie,14,12,15,14,0
tom,17,12,29,95,1
tom,15,4,18,66,1
frank,15,12,23,27,0
charlie,12,12,21,64,1
alice,10,8,12,72,0
nina,20,7,6,37,0
kevin,17,2,26,50,0
irene,17,10,28,61,0
queen,16,13,6,44,0
frank,16,1,7,64,0
irene,22,10,8,52,1
queen,13,7,27,37,0
grace,9,11,24,83,0
sarah,11,3,28,19,0
emma,11,2,22,87,1
charlie,14,12,24,66,1
jack,23,12,15,57,1
frank,12,3,18,21,1
linda,10,8,18,12,1
robert,6,8,24,86,0
queen,20,10,17,120,0
linda,9,8,7,96,1
emma,9,10,15,82,0
henry,23,2,29,86,1
alice,11,5,16,20,0
nina,10,4,28,43,1
tom,12,12,6,32,1
sarah,10,7,11,82,0
oscar,18,4,23,98,1
robert,15,6,9,45,1
queen,11,2,8,30,0
mike,21,11,14,76,0
henry,21,9,29,119,1
henry,22,4,29,27,0
jack,22,8,25,117,0
linda,8,1,28,84,0
sarah,9,3,29,18,0
bob,23,13,24,45,1
david,16,7,12,37,1
henry,23,10,14,67,0
paul,16,13,6,16,1
tom,13,14,14,25,0
nina,16,1,17,115,0
henry,22,12,27,119,0
jack,23,2,6,56,1
queen,12,13,27,99,0
charlie,14,11,9,108,0
paul,8,11,29,95,0
queen,14,9,23,119,1
grace,10,6,13,96,0
robert,19,6,9,74,0
nina,20,4,18,17,1
mike,22,6,6,56,1
alice,9,3,21,26,0
frank,15,7,20,88,0
frank,13,7,29,59,1
paul,18,15,9,10,0
frank,13,14,17,58,1
tom,12,5,17,112,1
bob,21,3,15,98,0
grace,9,4,19,115,1
henry,22,7,21,16,0
nina,21,2,9,77,1
oscar,9,10,12,39,0
emma,10,9,29,91,1
irene,18,7,22,37,1
bob,21,7,9,106,1
alice,8,7,8,92,0
linda,10,10,12,103,1
sarah,10,1,22,100,1
mike,22,1,28,56,1
linda,8,11,14,49,1
irene,14,15,19,70,0
kevin,19,3,13,28,0
mike,22,6,20,52,1
alice,11,15,21,44,0
mike,23,5,23,68,0
tom,7,1,25,65,1
frank,14,8,14,56,1
linda,8,6,30,51,1
linda,11,3,28,117,1
charlie,15,5,28,88,0
sarah,11,8,27,52,1
jack,23,11,22,44,0
bob,21,1,16,106,1
irene,19,9,20,104,0
irene,19,5,14,12,0
queen,13,4,30,75,1
sarah,9,14,6,83,1
nina,15,11,6,20,0
irene,22,7,16,116,0
grace,8,8,6,118,0
charlie,15,6,29,76,0
sarah,9,10,22,26,0
kevin,6,11,23,51,1
mike,23,7,17,34,0
emma,9,1,17,104,0
oscar,19,1,12,51,1
oscar,12,12,22,113,0
grace,11,5,14,66,0
kevin,12,11,10,84,0
charlie,15,5,8,22,0
nina,17,12,18,61,1
paul,18,9,14,34,0
charlie,12,15,6,35,1
sarah,11,10,17,52,0
henry,21,9,16,17,0
jack,21,5,25,45,1
sarah,10,12,15,49,0
emma,11,13,17,99,0
david,15,9,13,57,0
oscar,17,13,23,45,0
paul,20,5,14,95,1
paul,14,5,23,105,0
david,15,1,8,34,0
charlie,15,11,30,38,0
bob,22,5,24,80,1
david,16,13,27,79,0
charlie,13,5,5,94,1
robert,10,5,18,23,0
tom,9,6,19,49,1
mike,23,9,7,35,1
david,15,5,25,45,1
bob,22,13,21,33,0
frank,12,4,25,20,0
bob,22,6,27,101,0
david,14,3,11,96,1
kevin,20,7,19,107,0
kevin,6,12,7,107,1
irene,20,2,17,83,0
bob,21,11,28,17,1
charlie,14,13,22,81,1
paul,6,9,11,76,1
frank,13,1,11,46,1
david,12,14,17,88,1
oscar,7,9,7,38,1
paul,9,8,14,30,0
jack,23,9,24,50,1
linda,9,10,7,69,1
grace,10,12,25,108,0
sarah,8,6,5,85,0
kevin,22,8,18,66,0
kevin,9,6,18,60,0
jack,21,13,30,65,1
sarah,8,12,26,95,1
robert,17,5,18,48,0
tom,13,7,7,70,1
nina,20,6,13,98,1
charlie,15,14,9,68,0
nina,20,1,29,12,0
bob,23,15,26,11,1
sarah,8,3,15,111,1
robert,9,3,12,30,0
charlie,15,6,27,44,0
tom,8,11,24,76,1
charlie,14,5,13,92,1
paul,17,9,23,31,0
frank,13,6,21,63,0
charlie,16,12,15,26,0
kevin,12,7,13,87,0
sarah,8,7,16,116,0
david,14,2,30,80,0
oscar,15,11,14,42,1
nina,8,1,28,35,0
mike,23,10,16,43,0
paul,17,2,7,25,1
irene,12,7,8,15,1
kevin,12,6,8,61,0
grace,10,5,6,100,0
nina,20,10,13,100,1
irene,22,11,21,77,1
frank,12,14,10,78,1
queen,15,11,18,109,0
oscar,14,4,22,64,1
oscar,14,12,17,41,1
sarah,9,12,5,31,0
emma,10,9,23,23,0
oscar,22,12,20,44,1
bob,22,1,17,75,1
charlie,14,3,21,34,0
irene,15,10,15,87,1
charlie,15,11,25,95,0
henry,23,8,24,28,0
emma,9,6,15,97,0
mike,21,77,144,69,7
linda,8,6,30,98,0
nina,14,7,25,115,0
david,14,8,9,88,0
emma,9,4,22,71,0
paul,9,2,20,50,1
kevin,22,4,30,77,0
queen,16,14,20,100,0
tom,9,4,28,36,0
tom,11,7,11,25,0
kevin,17,10,29,49,0
nina,16,11,26,101,1
tom,18,12,13,15,1
jack,22,8,26,20,1
grace,9,15,20,21,0
linda,8,5,7,75,1
emma,10,7,22,74,1
tom,12,3,5,87,1
nina,12,4,24,13,0
david,15,8,9,104,0
irene,11,10,11,41,1
kevin,15,3,25,27,1
bob,21,8,25,47,0
emma,8,15,27,46,0
alice,8,14,15,99,0
grace,10,15,26,54,1
queen,16,11,11,117,1
frank,16,4,16,94,0
emma,9,7,12,97,0
paul,22,8,10,92,1
kevin,11,3,21,46,1
paul,17,11,10,12,0
kevin,9,1,27,69,1
oscar,16,5,17,17,0
david,13,1,15,73,0
oscar,20,11,13,67,1
sarah,10,1,20,88,1
david,16,11,6,49,0
henry,21,1,29,118,0
frank,13,15,17,30,1
alice,10,13,14,44,0
henry,21,14,16,81,0
jack,23,7,23,18,1
mike,22,11,19,63,1
david,14,2,6,46,0
frank,12,1,29,53,0
grace,8,5,7,76,1
oscar,12,8,14,86,1
frank,13,14,14,75,0
emma,10,11,5,112,1
frank,13,2,21,94,1
nina,11,8,7,98,0
paul,20,8,12,88,1
paul,7,3,25,83,0
mike,22,14,10,59,0
linda,9,5,18,110,0
alice,10,3,6,116,0
sarah,8,8,7,94,1
emma,9,11,15,42,1
paul,19,6,25,17,1
sarah,11,9,8,108,1
jack,22,4,18,103,0
oscar,14,3,6,49,1
jack,22,7,22,64,0
irene,17,10,28,85,0
jack,21,3,13,113,1
sarah,10,4,8,106,0
alice,11,7,9,39,1
paul,20,13,7,99,1
paul,21,13,16,64,0
mike,21,1,29,101,0
nina,20,4,5,34,0
bob,21,12,30,75,0
tom,6,10,6,117,1
irene,6,11,25,81,0
bob,22,11,10,27,1
grace,9,2,11,18,0
queen,17,12,29,36,1
jack,21,6,15,37,1
nina,13,14,22,47,1
david,13,9,13,109,0
linda,8,2,23,52,1
frank,12,2,17,67,1
tom,14,100,124,108,4
bob,23,6,29,19,1
mike,22,9,23,37,0
david,12,8,28,57,1
charlie,12,2,26,60,0
alice,8,15,9,69,1
alice,10,3,30,53,1
david,16,14,25,90,0
linda,11,2,7,104,1
nina,14,15,19,87,0
emma,8,10,23,75,0
irene,6,10,22,26,0
grace,8,15,8,46,0
sarah,11,8,20,88,1
nina,20,5,11,40,1
alice,11,11,14,46,0
david,14,6,6,68,0
paul,10,15,29,81,0
linda,9,13,13,21,0
grace,9,3,29,84,0
david,16,14,8,25,0
tom,6,10,7,58,1
sarah,9,1,12,83,1
frank,12,12,18,10,0
charlie,14,6,28,112,0
robert,18,10,7,80,1
paul,16,15,25,103,1
oscar,6,5,17,17,1
sarah,8,12,14,45,1
sarah,8,11,8,39,0
grace,11,15,28,71,1
henry,22,7,12,109,1
grace,8,11,28,26,1
linda,8,4,10,105,0
robert,15,8,22,35,0
david,13,6,17,35,1
oscar,21,1,8,39,0
bob,22,1,12,94,0
irene,16,1,20,73,0
jack,21,15,25,109,0
bob,21,8,10,116,1
kevin,9,13,8,66,1
irene,21,14,13,64,1
david,16,6,5,112,1
paul,8,2,29,104,1
sarah,10,12,26,64,1
alice,10,13,23,102,1
sarah,9,12,21,22,0
mike,22,12,29,34,0
paul,13,11,21,117,0
oscar,18,2,16,60,1
tom,12,2,8,95,1
frank,13,15,6,71,0
alice,9,4,6,30,0
emma,11,6,28,36,1
queen,13,9,5,41,1
kevin,13,1,17,96,1
sarah,8,3,24,19,1
jack,22,8,25,107,0
bob,23,6,30,46,0
mike,23,5,17,32,0
frank,14,6,23,119,1
bob,22,15,11,28,1
emma,9,2,9,30,0
henry,21,4,13,90,1
charlie,14,3,10,86,0
robert,20,8,10,90,0
sarah,10,6,11,42,0
linda,8,1,27,62,1
nina,17,3,15,75,1
mike,22,15,17,15,0
nina,10,9,11,26,1
bob,21,2,25,102,0
linda,11,14,22,63,0
kevin,17,15,16,98,1
sarah,8,12,19,42,0
mike,22,10,16,32,0
emma,9,12,29,29,1
charlie,14,14,11,62,1
nina,14,11,16,10,0
alice,10,7,20,50,0
mike,21,15,19,54,1
oscar,16,13,29,65,1
tom,18,8,8,96,0
henry,21,2,8,16,1
alice,8,3,21,35,0
emma,11,2,21,65,0
linda,11,12,24,11,1
sarah,8,2,21,67,1
henry,23,4,15,22,0
frank,13,12,30,47,1
frank,12,3,21,116,0
tom,7,14,7,43,0
grace,11,3,22,51,1
henry,21,7,9,110,1
paul,6,6,23,115,0
charlie,16,15,16,99,0
tom,12,9,30,74,1
grace,11,7,24,103,0
charlie,12,1,11,34,1
